corporate_identification_number,company_name,registered_state,date,rank
U70109DL2020PTC360152,KIESH STRUCTURES PRIVATE LIMITED,Delhi,2020-01-13,15
U74999DL2020PTC360189,DAWN MODELS PRIVATE LIMITED,Delhi,2020-01-13,15
U70109DL2020PTC360184,FLIVIN COTTAGE PRIVATE LIMITED,Delhi,2020-01-13,15
U74999DL2020PTC360193,AUTOMENIACS PRIVATE LIMITED,Delhi,2020-01-13,15
U74300DL2020PTC360162,TECHNIADS AFFILIATE NETWORK PRIVATELIMITED,Delhi,2020-01-13,15
U74999DL2020PTC360197,MATCH DIGISOL PRIVATE LIMITED,Delhi,2020-01-13,15
U80901DL2020PTC360209,AGNICO OCEAN SERVICES PRIVATE LIMITED,Delhi,2020-01-13,15
U74999DL2020PTC360199,FILMY FACTORY AND EVENTS PRIVATE LIMITED,Delhi,2020-01-13,15
U80903DL2020PTC360158,MOONBRIDGE PREPARATIONINFO PRIVATELIMITED,Delhi,2020-01-13,15
U74999DL2020PTC360205,PRAKASH AIR FREIGHT INDIA PRIVATELIMITED,Delhi,2020-01-13,15
U80904DL2020PTC360157,CRAFTURCAREER EDUCATIONS PRIVATE LIMITED,Delhi,2020-01-13,15
U51507DL2020PTC360166,SHRI SIDDHIVINAYAK MEDICAL DEVICESPRIVATE LIMITED,Delhi,2020-01-13,15
U80904DL2020PTC360195,VDESIGN CAREER PRIVATE LIMITED,Delhi,2020-01-13,15
U45201DL2020PTC360165,DEMIURGE VENTURES AND CONTRACTORSPRIVATE LIMITED,Delhi,2020-01-13,15
U80904DL2020PTC360196,DF EDUCATION PRIVATE LIMITED,Delhi,2020-01-13,15
U93090DL2020PTC360153,NEXSVISION TECHNOLOGIES PRIVATE LIMITED,Delhi,2020-01-13,15
U85100DL2020PTC360186,LYFEED PHARMACEUTICALS PRIVATE LIMITED,Delhi,2020-01-13,15
U93090DL2020PTC360164,SEVENVISION SECURITY SERVICES PRIVATELIMITED,Delhi,2020-01-13,15
U85110DL2020PTC360191,ANIHEAL CLINICAL CENTRES PRIVATE LIMITED,Delhi,2020-01-13,15
U15490DL2020PTC360190,AFFY HOSPITALITY PRIVATE LIMITED,Delhi,2020-01-13,15
U35914DL2020PTC360174,UNI QS MOTORS PRIVATE LIMITED,Delhi,2020-01-13,15
U63000DL2020PTC360154,SHIMEX SHIPPING PRIVATE LIMITED,Delhi,2020-01-13,15
U36990DL2020PTC360187,WHITE WINGS SANPAD PRIVATE LIMITED,Delhi,2020-01-13,15
U85300DL2020NPL360177,VERTIVER SUSTAINABILITY FOUNDATION,Delhi,2020-01-13,15
U36996DL2020PTC360204,JAINSONS JEWEL CRAFTS PRIVATE LIMITED,Delhi,2020-01-13,15
U90002DL2020PTC360171,YF RELIGIOUS WASTE MANAGEMENT PRIVATELIMITED,Delhi,2020-01-13,15
U17299DL2020PTC360182,VALERY ENTERPRISES PRIVATE LIMITED,Delhi,2020-01-13,15
U92490DL2020PTC360151,MEDIAMAX PRODUCTION PRIVATE LIMITED,Delhi,2020-01-13,15
U17299DL2020PTC360200,AFFY NON-WOVEN PRIVATE LIMITED,Delhi,2020-01-13,15
U55209DL2020PTC360180,SEAG INFRA MULTISERVICES PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360159,SEGATO TRADEX PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360160,WITCOS TRADERS PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360161,SSR GLOBEX PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360167,SABIR SOAP PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360172,AJ BIOTECH PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360178,GROZ EGAS PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360188,ADCENT MEDIA PRIVATE LIMITED,Delhi,2020-01-13,15
U51909DL2020PTC360194,RASAYANA ENTERPRISES PRIVATE LIMITED,Delhi,2020-01-13,15
U52100DL2020PTC360203,MAXGAIN INDIA PRIVATE LIMITED,Delhi,2020-01-13,15
U52500DL2020PTC360202,GAUDEE ENTERPRISE PRIVATE LIMITED,Delhi,2020-01-13,15
U45309DL2020PTC360170,BROSIS DECOR AND CONSTRUCTION PRIVATELIMITED,Delhi,2020-01-13,15
U72900DL2020OPC360207,TECHNOPARTS IT SOLUTIONS (OPC) PRIVATELIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360155,JNGBO SHIDE INFO TECH PRIVATE LIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360156,AIDEN BPO SERVICES PRIVATE LIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360163,DOGTOR TECHNOLOGIES PRIVATE LIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360176,TECHIVE INFO SOLUTIONS PRIVATE LIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360192,FACTORIE INTELLIGENT OPERATIONS PRIVATELIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360198,BAGLA TECVISION PRIVATE LIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360201,FLEETZI INDIA PRIVATE LIMITED,Delhi,2020-01-13,15
U72900DL2020PTC360206,STOUTSGRIP SOLUTION PRIVATE LIMITED,Delhi,2020-01-13,15
U63030GA2020PTC014267,EYOKAR DREAMTRAVELLERS PRIVATE LIMITED,Goa,2020-01-31,1
U55209GA2020PTC014266,GOLDEN ENTERTAINMENT AND HOSPITALITYPRIVATE LIMITED,Goa,2020-01-31,1
U72900GA2020PTC014268,WHITECLOUD SOFTWARE PRIVATE LIMITED,Goa,2020-01-31,1
U70109GA2020PTC014264,SEHGAL REALTY AND HOSPITALITY PRIVATELIMITED,Goa,2020-01-30,2
U55100GA2020PTC014265,WHITEMOUNTAIN HOSPITALITIES PRIVATELIMITED,Goa,2020-01-30,2
U55209GA2020PTC014263,CASA AHAANA HOTELS AND HOSPITALITYPRIVATE LIMITED,Goa,2020-01-29,3
U74999GA2020PTC014262,FINE REVES PRIVATE LIMITED,Goa,2020-01-28,4
U15100GA2020PTC014260,EVA BLENDERS AND BOTTLERS PRIVATELIMITED,Goa,2020-01-28,4
U74994GA2020OPC014261,LINK PEOPLE HR SOLUTIONS (OPC) PRIVATELIMITED,Goa,2020-01-28,4
U85300GA2020PTC014258,FITBIRD PRIVATE LIMITED,Goa,2020-01-27,5
U55209GA2020PTC014259,RARE PEARL HOSPITALITIES PRIVATE LIMITED,Goa,2020-01-27,5
U15209GA2020PTC014257,BELLY FRESH PRIVATE LIMITED,Goa,2020-01-24,6
U52609GA2020PTC014256,ANIMAR IMPEX PRIVATE LIMITED,Goa,2020-01-23,7
U85320GA2020OPC014255,INTELLICURE HEALTHCARE SERVICES (OPC)PRIVATE LIMITED,Goa,2020-01-22,8
U55209GA2020PTC014254,INRUS TOURISM PRIVATE LIMITED,Goa,2020-01-22,8
U15549GA2020PTC014253,GOLDWHIFF PRIVATE LIMITED,Goa,2020-01-22,8
U01100GA2020PTC014252,PRACYN VENTURES PRIVATE LIMITED,Goa,2020-01-21,9
U93090GA2020PTC014251,DHARMA SHALA YOGA AND HEALING PRIVATELIMITED,Goa,2020-01-21,9
U85100GA2020PTC014250,LUCERNE HEALTH & FOOD VENTURES PRIVATELIMITED,Goa,2020-01-21,9
U74994GA2020PTC014249,VANTABLUE PRIVATE LIMITED,Goa,2020-01-21,9
U29309GA2020PTC014246,CQM GREENOWATTS PRIVATE LIMITED,Goa,2020-01-20,10
U67190GA2020PTC014248,ORIENT TOURISM & FOREX PRIVATE LIMITED,Goa,2020-01-20,10
U73100GA2020PTC014247,INTERFACIAL FLUID TECHNOLOGIES PRIVATELIMITED,Goa,2020-01-20,10
U28900GA2020PLC014240,EP BIOCOMPOSITES LIMITED,Goa,2020-01-17,11
U85190GA2020NPL014243,YAGO WELFARE AND WELLNESS FOUNDATION,Goa,2020-01-17,11
U92419GA2020PTC014242,WONDERWORLD FESTIVALS PRIVATE LIMITED,Goa,2020-01-17,11
U72900GA2020PTC014241,TOPFUN TECHNOLOGIES PRIVATE LIMITED,Goa,2020-01-17,11
U72900GA2020PTC014244,LEMICI TECHNOLOGIES PRIVATE LIMITED,Goa,2020-01-17,11
U72900GA2020PTC014238,MZAR PROJECTS PRIVATE LIMITED,Goa,2020-01-16,12
U72900GA2020PTC014239,RQV ENGINEERING & INFRASTRUCTURE PRIVATELIMITED,Goa,2020-01-16,12
U55209GA2020PTC014237,REKHAS HOTELS AND RESORTS PRIVATELIMITED,Goa,2020-01-15,13
U45203GA2020PTC014235,BEACH PLANNERS PRIVATE LIMITED,Goa,2020-01-14,14
U22219GA2020PTC014236,GRAFICA TECHNOLOGIES PRIVATE LIMITED,Goa,2020-01-14,14
U15100GA2020PTC014234,WALBRUE BREWERIES PRIVATE LIMITED,Goa,2020-01-13,15
U24230GJ2020PTC112431,ACTIPRO HEALTHCARE PRIVATE LIMITED,Gujarat,2020-01-31,1
U21023GJ2020PTC112439,JKS PACKAGING INDIA PRIVATE LIMITED,Gujarat,2020-01-31,1
U24299GJ2020PTC112421,PARTHIV BIOSCIENCE PRIVATE LIMITED,Gujarat,2020-01-31,1
U64200GJ2020PTC112438,SIAZ BROADBAND PRIVATE LIMITED,Gujarat,2020-01-31,1
U28999GJ2020PTC112445,WELDTECH INDUSTRIES PRIVATE LIMITED,Gujarat,2020-01-31,1
U45309GJ2020PTC112415,SHK STRUCTURES PRIVATE LIMITED,Gujarat,2020-01-31,1
U29100GJ2020PTC112416,AVIRAT STEEL PRIVATE LIMITED,Gujarat,2020-01-31,1
U45400GJ2020PTC112420,ACIER BETON INFRA PRIVATE LIMITED,Gujarat,2020-01-31,1
U29309GJ2020PTC112413,AMANCIO EXPLOSION PROOF EQUIPMENTPRIVATE LIMITED,Gujarat,2020-01-31,1
U72900GJ2020PTC112418,REVEATION LABS PRIVATE LIMITED,Gujarat,2020-01-31,1
U31900GJ2020PTC112412,HITECH CONTROLS PRIVATE LIMITED,Gujarat,2020-01-31,1
U72900GJ2020PTC112450,RAMPRASAD MEENA TECHNOLOGIES PRIVATELIMITED,Gujarat,2020-01-31,1
U24304GJ2020PTC112440,VKCOSMO SOLUTIONS INDIA PRIVATE LIMITED,Gujarat,2020-01-31,1
U45500GJ2020PTC112441,SAMUH INFRACON PRIVATE LIMITED,Gujarat,2020-01-31,1
U24304GJ2020PTC112449,ENDOC BIOTECH PRIVATE LIMITED,Gujarat,2020-01-31,1
U74930GJ2020PTC112442,SHREE PASHVA ENGINEERS PRIVATE LIMITED,Gujarat,2020-01-31,1
U25209GJ2020PTC112426,HANUMANT EXPORT INDUSTRIES PRIVATELIMITED,Gujarat,2020-01-31,1
U25209GJ2020PTC112427,CHETANYA PLASTOPACK INDUSTRIES PRIVATELIMITED,Gujarat,2020-01-31,1
U25209GJ2020PTC112428,ADEX POLYBLEND PRIVATE LIMITED,Gujarat,2020-01-31,1
U74999GJ2020FTC112422,COUNTHQ ACCOUNTING AND TAXATION SERVICESPRIVATE LIMITED,Gujarat,2020-01-31,1
U74999GJ2020PTC112417,TORICCA COSMETICS PRIVATE LIMITED,Gujarat,2020-01-31,1
U74999GJ2020PTC112429,ROVATS PRIVATE LIMITED,Gujarat,2020-01-31,1
U74999GJ2020PTC112432,CHAROTAR INDIA WELLNESS PRIVATE LIMITED,Gujarat,2020-01-31,1
U74999GJ2020PTC112433,ALLOY ABRASIVES INDIA PRIVATE LIMITED,Gujarat,2020-01-31,1
U51395GJ2020PTC112424,FONE KING (COMMUNICATION) PRIVATELIMITED,Gujarat,2020-01-31,1
U67200GJ2020PTC112414,MOZZPAY PAYMENT SOLUTIONS PRIVATELIMITED,Gujarat,2020-01-31,1
U15100GJ2020PLC112444,VADILAL DELIGHTS LIMITED,Gujarat,2020-01-31,1
U63030GJ2020PTC112419,PRAMUKH 3PL SERVICES PRIVATE LIMITED,Gujarat,2020-01-31,1
U63030GJ2020PTC112448,BLUE PLANET DESTINATION PRIVATE LIMITED,Gujarat,2020-01-31,1
U85300GJ2020NPL112435,DIAMOND INDUSTRY CAREER FOUNDATION,Gujarat,2020-01-31,1
U90009GJ2020PTC112411,RAVI ENVIRO INDUSTRIES PRIVATE LIMITED,Gujarat,2020-01-31,1
U80902GJ2020OPC112410,MAHEER OVERSEAS EDUCATION (OPC) PRIVATELIMITED,Gujarat,2020-01-31,1
U80902GJ2020PTC112443,INTSTU ASPIRATIONS PRIVATE LIMITED,Gujarat,2020-01-31,1
U80903GJ2020PTC112436,CEREBROZ EDUTREE TECHNOLOGY PRIVATELIMITED,Gujarat,2020-01-31,1
U85100GJ2020PTC112447,ALBIZZIA HEALTHCARE PRIVATE LIMITED,Gujarat,2020-01-31,1
U40300GJ2020PTC112434,SAKSHI-SHREEYASHI RENEWABLE ENERGYPRIVATE LIMITED,Gujarat,2020-01-31,1
U17299GJ2020PTC112425,FABRICSHIP PRIVATE LIMITED,Gujarat,2020-01-31,1
U51909GJ2020PTC112423,RG MERCANTILE INDIA PRIVATE LIMITED,Gujarat,2020-01-31,1
U51909GJ2020PTC112437,SKYHEYINZ PRIVATE LIMITED,Gujarat,2020-01-31,1
U74140GJ2020PTC112446,CHAVDA ASSOCIATES PRIVATE LIMITED,Gujarat,2020-01-31,1
U65990GJ2020PTC112409,SONIX CORPORATE ADVISER PRIVATE LIMITED,Gujarat,2020-01-30,2
U24117GJ2020PTC112393,GUJARAT CHROMIUM CHEMICALS PRIVATELIMITED,Gujarat,2020-01-30,2
U72502GJ2020PTC112406,RD INFOCOM PRIVATE LIMITED,Gujarat,2020-01-30,2
U72200GJ2020PTC112396,WORKSOL SERVICES PRIVATE LIMITED,Gujarat,2020-01-30,2
U72900GJ2020OPC112408,HEDWEEG INNOVATIONS (OPC) PRIVATELIMITED,Gujarat,2020-01-30,2
U31909GJ2020PTC112394,EMBIKA TRANSFORMERS PRIVATE LIMITED,Gujarat,2020-01-30,2
U72900GJ2020PTC112399,SHDESK SOLUTIONS PRIVATE LIMITED,Gujarat,2020-01-30,2
U31909GJ2020PTC112400,RECTAGON KINETICS PRIVATE LIMITED,Gujarat,2020-01-30,2
U26999GJ2020PTC112405,LORENZO GRANITO PRIVATE LIMITED,Gujarat,2020-01-30,2
U74999GJ2020PTC112398,OXTRO EXPO MANAGEMENT PRIVATE LIMITED,Gujarat,2020-01-30,2
U74999GJ2020PTC112401,APEDZII CONSULTING PRIVATE LIMITED,Gujarat,2020-01-30,2
U74999GJ2020PTC112404,WHITE-MAPPING GLOBAL PRIVATE LIMITED,Gujarat,2020-01-30,2
U15400GJ2020PTC112395,THREENEEDS SUPPLIERS PRIVATE LIMITED,Gujarat,2020-01-30,2
U85300GJ2020NPL112397,FOUNDATION FOR CATALYSING RURALTRANSFORMATION,Gujarat,2020-01-30,2
U51909GJ2020PTC112391,RAMRUT CHEMICALS PRIVATE LIMITED,Gujarat,2020-01-30,2
U51909GJ2020PTC112392,ANANTA SECURITY SOLUTIONS PRIVATELIMITED,Gujarat,2020-01-30,2
U51909GJ2020PTC112402,SHYAM LAL GOYAL FABRICS PRIVATE LIMITED,Gujarat,2020-01-30,2
U67100GJ2020PTC112407,PIPS CAPITALS PRIVATE LIMITED,Gujarat,2020-01-30,2
U73100GJ2020PTC112403,HAVI TECHNOLOGIES PRIVATE LIMITED,Gujarat,2020-01-30,2
U21098GJ2020PTC112389,KALYANI CRAFT PAPER MILLS PRIVATELIMITED,Gujarat,2020-01-29,3
U24110GJ2020PTC112370,FARMSON BASIC DRUGS PRIVATE LIMITED,Gujarat,2020-01-29,3
U24100GJ2020PTC112368,VITAEGISS WELLNESS PRIVATE LIMITED,Gujarat,2020-01-29,3
U72200GJ2020PTC112385,LAZYBEARS TECH PRIVATE LIMITED,Gujarat,2020-01-29,3
U65929GJ2020PTC112386,K.K. FINITY PRIVATE LIMITED,Gujarat,2020-01-29,3
U28110GJ2020PTC112380,PRITAM BULLION PRIVATE LIMITED,Gujarat,2020-01-29,3
U65990GJ2020PTC112378,VISHVESHWARA FINANCIAL SERVICES PRIVATELIMITED,Gujarat,2020-01-29,3
U29190GJ2020PTC112383,DEVDIGITAL ELECTRONICS PRIVATE LIMITED,Gujarat,2020-01-29,3
U72900GJ2020PTC112372,INFO STANS PRIVATE LIMITED,Gujarat,2020-01-29,3
U24304GJ2020PTC112379,STANFORD BIOCHEMICAL PRIVATE LIMITED,Gujarat,2020-01-29,3
U72900GJ2020PTC112390,SUVACH TECHNOLOGIES PRIVATE LIMITED,Gujarat,2020-01-29,3
U25209GJ2020PTC112367,GREENPRO VENTURES PRIVATE LIMITED,Gujarat,2020-01-29,3
U45500GJ2020PTC112387,KIKANI BUILDCON PRIVATE LIMITED,Gujarat,2020-01-29,3
U74999GJ2020PTC112361,AARKEY TECH TEX PRIVATE LIMITED,Gujarat,2020-01-29,3
U74999GJ2020PTC112375,MULTIQO FINTECH PRIVATE LIMITED,Gujarat,2020-01-29,3
U74999GJ2020PTC112376,PEGASUS AUTOMATION PRIVATE LIMITED,Gujarat,2020-01-29,3
U74999GJ2020PTC112382,SAHKAR CONSULTANTS PRIVATE LIMITED,Gujarat,2020-01-29,3
U67190GJ2020PTC112363,VITHLAPARA FINANCIAL SERVICES PRIVATELIMITED,Gujarat,2020-01-29,3
U93090GJ2020PTC112364,DREAM2REALITY IMMIGRATION PRIVATELIMITED,Gujarat,2020-01-29,3
U15100GJ2020PTC112366,PUREFACT PRIVATE LIMITED,Gujarat,2020-01-29,3
U15400GJ2020PTC112360,SWALIKA INTERNATIONAL PRIVATE LIMITED,Gujarat,2020-01-29,3
U63031GJ2020PTC112369,TM ENTERTAINMENT PRIVATE LIMITED,Gujarat,2020-01-29,3
U85300GJ2020NPL112377,KRUPANSHI FOUNDATION,Gujarat,2020-01-29,3
U93000GJ2020PTC112388,FUENTE PHARMA PRIVATE LIMITED,Gujarat,2020-01-29,3
U33208GJ2020PTC112373,KRISTAL AND KLAR EYEWEAR PRIVATE LIMITED,Gujarat,2020-01-29,3
U34100GJ2020PTC112365,TPH COVERS PRIVATE LIMITED,Gujarat,2020-01-29,3
U40106GJ2020PTC112384,TRONA ENERGY SOLUTIONS PRIVATE LIMITED,Gujarat,2020-01-29,3
U17122GJ2020PTC112362,SALASAR KNITTING PRIVATE LIMITED,Gujarat,2020-01-29,3
U51909GJ2020PTC112371,SURGIMADE ORTHO PRIVATE LIMITED,Gujarat,2020-01-29,3
U51909GJ2020PTC112381,MR.MD VEGETABLE MART PRIVATE LIMITED,Gujarat,2020-01-29,3
U24100GJ2020PTC112344,MOKSH TARPAULINS INDIA PRIVATE LIMITED,Gujarat,2020-01-28,4
U01100GJ2020PTC112337,LDFARM PRIVATE LIMITED,Gujarat,2020-01-28,4
U72500GJ2020PTC112359,GLOPBE PRIVATE LIMITED,Gujarat,2020-01-28,4
U24239GJ2020PTC112358,TIVAN SCIENCES PRIVATE LIMITED,Gujarat,2020-01-28,4
U72501GJ2020PTC112336,A.I. INNOVATION LABS PRIVATE LIMITED,Gujarat,2020-01-28,4
U70109GJ2020PTC112347,JB BUILDCON PRIVATE LIMITED,Gujarat,2020-01-28,4
U74920GJ2020PTC112333,SHIVAM INDUSTRIAL SECURITY PRIVATELIMITED,Gujarat,2020-01-28,4
U70109GJ2020PTC112352,HUBERT ESTATE CONSULTANTS PRIVATELIMITED,Gujarat,2020-01-28,4
U31909GJ2020PTC112350,ATUL GREENTECH PRIVATE LIMITED,Gujarat,2020-01-28,4
U31909GJ2020PTC112356,ODHAV ENTERPRISE PRIVATE LIMITED,Gujarat,2020-01-28,4
U74999GJ2020PTC112348,V.K. MANPOWER SERVICES PRIVATE LIMITED,Gujarat,2020-01-28,4
U74999GJ2020PTC112349,SEEMA & SONS MANAGEMENT PRIVATE LIMITED,Gujarat,2020-01-28,4
U74999GJ2020PTC112355,KEGO OVERSEAS PRIVATE LIMITED,Gujarat,2020-01-28,4
U74999GJ2020PTC112357,MEDICLUE SURGICAL AND DISPOSABLE PRIVATELIMITED,Gujarat,2020-01-28,4
U93090GJ2020PTC112339,COLLOSUS VENTURES PRIVATE LIMITED,Gujarat,2020-01-28,4
U15209GJ2020PTC112334,JJ AGRO EXIM PRIVATE LIMITED,Gujarat,2020-01-28,4
U63000GJ2020PTC112351,WHITISHWING INTERNATIONAL PRIVATELIMITED,Gujarat,2020-01-28,4
U63090GJ2020PTC112343,PARYATANAM BHARATI PRIVATE LIMITED,Gujarat,2020-01-28,4
U85300GJ2020NPL112354,SHREE LALIT NAGAR ROW HOUSES ASSOCIATION,Gujarat,2020-01-28,4
U93000GJ2020PTC112335,GARV ORGANISATION PRIVATE LIMITED,Gujarat,2020-01-28,4
U80904GJ2020PTC112345,GURJAR EDUCATION PRIVATE LIMITED,Gujarat,2020-01-28,4
U33208GJ2020PTC112340,ACUMEN MEDICAL DEVICE PRIVATE LIMITED,Gujarat,2020-01-28,4
U40106GJ2020PTC112338,PR ECOENERGY MP PRIVATE LIMITED,Gujarat,2020-01-28,4
U74900GJ2020PTC112341,VISHRUTI HYGIENE PRIVATE LIMITED,Gujarat,2020-01-28,4
U17299GJ2020PTC112342,VRAJ TEXO FAB PRIVATE LIMITED,Gujarat,2020-01-28,4
U17299GJ2020PTC112353,TAVISSH POLYWEAVES PRIVATE LIMITED,Gujarat,2020-01-28,4
U67110GJ2020PTC112332,VARDA INVESTMENT SERVICES PRIVATELIMITED,Gujarat,2020-01-28,4
U73100GJ2020PTC112346,GIOSTAR HEALTHCARE PRIVATE LIMITED,Gujarat,2020-01-28,4
U24100GJ2020PTC112300,SHREE AMBICA SULPHATE PRIVATE LIMITED,Gujarat,2020-01-27,5
U01100GJ2020PTC112324,FK AGRO EXPORTS PRIVATE LIMITED,Gujarat,2020-01-27,5
U52190GJ2020PTC112299,PROTEA RETAILS PRIVATE LIMITED,Gujarat,2020-01-27,5
U01100GJ2020PTC112325,AGROTECH THREE CHAIN PRIVATE LIMITED,Gujarat,2020-01-27,5
U45309GJ2020PTC112309,PRAJAPAT BUILDERS PRIVATE LIMITED,Gujarat,2020-01-27,5
U01110GJ2020PTC112327,KUMBHIK AGRO CARE PRIVATE LIMITED,Gujarat,2020-01-27,5
U72900GJ2020PTC112301,REALTYX MARTECH PRIVATE LIMITED,Gujarat,2020-01-27,5
U28999GJ2020PTC112317,JK SONS PRECIOUS METALS LIMITED,Gujarat,2020-01-27,5
U72900GJ2020PTC112303,TECBLIC PRIVATE LIMITED,Gujarat,2020-01-27,5
U29300GJ2020PTC112305,KP WATER TREATMENT PRIVATE LIMITED,Gujarat,2020-01-27,5
U72900GJ2020PTC112329,TRECURE PRIVATE LIMITED,Gujarat,2020-01-27,5
U29309GJ2020PTC112320,CND GREEN PRIVATE LIMITED,Gujarat,2020-01-27,5
U50100GJ2020PTC112331,EQUITY LNT AUTOHUB PRIVATE LIMITED,Gujarat,2020-01-27,5
U27100GJ2020PTC112323,STEELCHEM PIPES AND FITTINGS PRIVATELIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112302,TEKTTARGET SYSTEMS INDIA PRIVATE LIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112308,PROFECTUS INFOTECH PRIVATE LIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112310,KAY-O FACILITIES PRIVATE LIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112311,PROFITWORLD CONSULTANCY SERVICES PRIVATELIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112314,ATWAL MECH CONSTRUCTIONS PRIVATE LIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112318,REDIANT HR MANAGEMENT PRIVATE LIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112319,FORTUMAX WORK SOLUTIONS PRIVATE LIMITED,Gujarat,2020-01-27,5
U74999GJ2020PTC112326,SHARBAT CONSULTANCY PRIVATE LIMITED,Gujarat,2020-01-27,5
U93090GJ2020FTC112306,INNOVATE TAX PRIVATE LIMITED,Gujarat,2020-01-27,5
U15490GJ2020PTC112312,FLAVAROMA INDIA PRIVATE LIMITED,Gujarat,2020-01-27,5
U63090GJ2020PTC112321,SHREE SAHJANAND BUS SERVICE PRIVATELIMITED,Gujarat,2020-01-27,5
U92490GJ2020PTC112322,PENTAQUARK GAMING PRIVATE LIMITED,Gujarat,2020-01-27,5
U52520GJ2020PTC112304,JOSHI & JOSHI IFOCUS INDIA PRIVATELIMITED,Gujarat,2020-01-27,5
U85100GJ2020NPL112330,SHREEJIESS FOUNDATION,Gujarat,2020-01-27,5
U35999GJ2020PTC112315,DELCYCLO GEARS & DRIVES PRIVATE LIMITED,Gujarat,2020-01-27,5
U36912GJ2020PTC112307,MAHAPRAGYA DIAMOND PRIVATE LIMITED,Gujarat,2020-01-27,5
U15549GJ2020PTC112316,NOBBYDAD CRISPIES PRIVATE LIMITED,Gujarat,2020-01-27,5
U17299GJ2020OPC112313,SARDHARA HOLDINGS (OPC) PRIVATE LIMITED,Gujarat,2020-01-27,5
U66030GJ2020PTC112328,PRIME LIFE CARE IMF PRIVATE LIMITED,Gujarat,2020-01-27,5
